No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
42,APH,Amphenol Corporation,Technology,Electronic Components,USA,46408.53,25.34,77.64,-0.53%,1816175,23.5,2.57,3.68,6.59,32.36,35.33,22.10%,10.10%,13.10%,9.86%,12.50%,1.08%,12.60%,28.70%,17.60%,2.4,1.6,0.65,0.65,31.90%,20.50%,15.10%,4/26/2023 8:30:00 AM,595.0,591.63,0.58%,-24.50%,96.80%,0.04%,0.88%,2.1,2470.27,-3.74%,-2.09%,1.23%,8.01%,4.37%,1.97%,1.56%,1.91%,2.3,0.74,1.24,1.48,-0.90%,-1.77%,3.06%,-6.30%,25.90%,45.14,0.13%,-0.65%
43,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,28324.32,52.64,103.02,-1.42%,1648412,16.42,1.54,1.62,3.17,18.5,67.6,0.80%,42.40%,-13.30%,34.27%,6.30%,,2.60%,6.30%,7.10%,1.6,1.1,0.73,0.74,15.10%,6.90%,3.00%,5/4/2023 8:30:00 AM,270.96,269.86,0.20%,-13.66%,98.70%,1.64%,1.64%,2.41,1830.36,-6.26%,-11.87%,7.47%,18.28%,-8.65%,10.62%,2.70%,2.94%,2.2,0.9,2.03,3.25,-5.84%,-8.98%,2.82%,-17.50%,32.14%,35.98,-0.63%,-0.79%
44,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,21403.79,39.22,124.39,0.59%,603738,34.47,,8.27,1.08,25.94,,-16.90%,10.20%,15.00%,-10.96%,18.10%,3.89%,1.50%,2.90%,1.90%,,,0.54,0.54,69.80%,21.60%,19.80%,4/24/2023 4:30:00 PM,165.44,162.65,0.90%,-3.91%,95.74%,-1.10%,1.41%,2.07,1109.09,0.33%,-13.82%,-13.04%,-12.00%,-38.21%,-14.61%,2.12%,3.27%,1.7,0.54,0.95,3.61,0.72%,-13.61%,-15.66%,-39.38%,8.22%,40.05,0.06%,0.53%
45,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA,16592.78,20.43,115.42,0.51%,811933,18.01,2.62,3.55,1.66,96.69,,9.40%,6.45%,9.20%,7.80%,8.80%,2.56%,,,4.80%,1.0,0.9,0.67,0.89,56.10%,,,5/3/2023 4:30:00 PM,141.82,139.25,0.30%,-3.06%,93.70%,1.78%,4.29%,7.33,814.28,3.11%,2.70%,6.02%,10.86%,-4.00%,2.99%,1.95%,2.32%,2.3,1.0,0.62,2.41,3.67%,1.44%,2.50%,-6.13%,18.13%,59.2,-0.06%,0.57%
46,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,66961.62,44.43,85.22,-0.19%,6616563,20.52,3.77,8.9,3.48,5.5,31.45,-44.30%,7.95%,10.10%,11.77%,1.40%,0.55%,5.90%,8.20%,6.30%,4.1,4.1,0.19,0.19,70.50%,22.20%,20.10%,2/6/2023 4:30:00 PM,785.0,775.89,0.10%,-1.11%,83.10%,1.11%,1.87%,2.16,6698.86,0.39%,7.22%,10.73%,14.99%,6.02%,11.33%,1.00%,1.40%,2.0,0.99,0.42,1.23,4.37%,8.41%,10.84%,-0.77%,20.13%,70.97,-0.32%,0.13%
47,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA,23270.77,20.75,168.19,1.12%,544582,30.35,,8.97,2.09,37.95,44.93,13.00%,17.92%,5.10%,-9.83%,3.70%,3.92%,5.70%,10.20%,2.70%,,,0.74,0.74,64.60%,20.70%,43.80%,4/26/2023 4:30:00 PM,139.71,139.45,0.34%,0.00%,93.80%,-0.50%,1.66%,2.61,885.74,3.02%,-3.17%,6.46%,-7.85%,-32.57%,4.13%,1.99%,2.38%,2.7,0.61,0.93,3.82,2.79%,-1.91%,-7.27%,-35.01%,9.88%,53.72,0.59%,0.54%
48,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,262249.75,20.94,622.64,-1.01%,1448972,14.09,2.23,7.62,11.16,20.74,27.13,76.80%,6.62%,45.80%,9.40%,13.50%,2.96%,17.40%,57.40%,21.40%,2.5,2.3,1.64,1.69,67.00%,44.20%,36.60%,3/2/2023 4:30:00 PM,418.0,414.94,0.10%,-9.22%,80.70%,3.31%,1.37%,2.49,2285.56,-1.75%,-1.52%,12.18%,28.43%,1.39%,11.36%,1.64%,2.10%,2.0,0.63,1.12,12.77,-1.36%,1.72%,15.87%,-3.99%,50.01%,48.72,-0.24%,-0.77%
49,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,USA,14338.85,19.2,176.87,0.05%,497484,16.72,2.59,1.59,7.05,85.76,32.29,4.30%,13.83%,12.80%,7.41%,6.40%,1.70%,9.40%,38.30%,14.60%,1.0,0.6,1.23,1.53,26.60%,11.00%,8.40%,4/26/2023 8:30:00 AM,81.0,80.45,0.69%,-1.31%,92.80%,-4.63%,1.94%,3.1,502.27,1.56%,-0.74%,-3.41%,2.92%,0.83%,-2.28%,1.83%,2.18%,1.9,0.99,0.96,3.66,2.41%,-1.19%,-1.51%,-13.46%,16.65%,52.6,0.31%,-0.27%
50,AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA,29236.9,33.71,151.88,1.11%,1059255,29.55,4.07,7.71,3.59,343.96,,-35.10%,7.62%,7.90%,8.28%,2.50%,1.73%,3.10%,10.80%,5.50%,0.4,0.4,1.42,1.61,,34.10%,21.60%,4/26/2023 4:30:00 PM,182.0,180.95,0.19%,0.00%,89.00%,0.87%,1.95%,2.87,1229.45,4.11%,9.87%,-1.80%,13.85%,-9.40%,-0.35%,1.81%,2.39%,2.5,0.86,0.57,3.17,7.44%,4.25%,2.94%,-12.65%,23.71%,66.68,0.58%,0.53%
51,AXP,American Express Company,Financial,Credit Services,USA,119854.71,16.15,158.83,-1.40%,3753965,12.67,2.15,2.2,4.81,3.63,6.79,-1.80%,12.78%,10.70%,7.50%,7.60%,1.51%,3.50%,31.50%,4.20%,,,1.72,6.24,66.00%,17.60%,13.70%,4/20/2023 8:30:00 AM,748.0,741.74,0.14%,-10.26%,86.40%,-0.47%,0.83%,1.67,3670.57,-2.20%,-9.15%,8.47%,10.02%,-14.33%,7.50%,1.77%,2.43%,2.4,1.02,1.18,4.28,-2.13%,-6.56%,2.68%,-17.46%,21.57%,41.54,-1.12%,-0.28%
52,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,45881.23,20.72,2530.68,1.45%,142670,17.3,2.35,2.72,,152.28,18.38,23.10%,13.46%,21.60%,8.80%,8.30%,,15.90%,-64.70%,90.60%,0.8,0.1,,,51.40%,19.40%,14.30%,2/28/2023 8:30:00 AM,18.7,18.39,0.10%,-82.78%,96.60%,-3.02%,1.48%,1.75,155.63,5.17%,2.89%,4.72%,12.70%,23.96%,2.62%,1.57%,1.66%,2.0,0.92,0.68,41.56,4.99%,2.97%,8.30%,-3.04%,48.57%,62.67,1.19%,0.26%
53,BA,The Boeing Company,Industrials,Aerospace & Defense,USA,125826.44,,211.37,0.65%,5612186,38.07,,1.89,,7.31,54.95,-16.20%,7505.48%,-22.00%,,-6.70%,,-3.60%,30.90%,-8.70%,1.2,0.3,,,5.30%,-5.30%,-7.40%,4/26/2023 8:30:00 AM,597.6,595.36,0.10%,4.62%,58.20%,1.09%,1.44%,1.39,6172.28,0.16%,2.01%,3.11%,60.00%,15.72%,10.96%,2.29%,3.00%,2.1,0.91,1.43,5.83,3.24%,1.66%,21.67%,-4.50%,87.02%,55.6,0.65%,0.00%
54,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,221100.27,8.74,27.84,0.72%,40992246,7.92,2.6,3.05,0.92,0.26,,-10.80%,5.18%,12.90%,3.36%,4.70%,3.16%,0.80%,10.80%,6.30%,,,1.06,2.03,,68.80%,35.90%,4/18/2023 8:30:00 AM,8088.2,7983.18,0.11%,-3.47%,71.00%,0.33%,1.18%,1.65,56966.67,-1.63%,-14.50%,-18.29%,-12.78%,-30.64%,-15.94%,2.08%,3.62%,2.4,0.72,1.38,0.91,-1.94%,-13.99%,-16.87%,-31.09%,5.78%,36.63,0.43%,0.29%
55,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,USA,16719.5,23.6,52.63,-1.03%,1931143,14.84,7.61,1.09,4.77,30.51,,-14.00%,14.46%,11.90%,3.10%,6.90%,1.52%,3.50%,20.10%,8.40%,0.8,0.5,2.18,2.59,16.80%,7.80%,4.70%,5/4/2023 8:30:00 AM,313.84,311.88,0.50%,-5.45%,86.90%,-5.78%,5.43%,9.57,1767.54,-3.04%,-5.19%,-0.40%,3.32%,-41.35%,2.91%,2.05%,2.42%,2.7,1.09,0.78,1.31,-0.95%,-5.07%,-7.30%,-41.45%,14.41%,41.93,-0.49%,-0.55%
56,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,21363.19,,42.3,0.09%,4393702,12.86,,1.41,3.68,12.43,,-291.00%,15.28%,-33.50%,1.18%,7.40%,2.74%,-8.10%,-33.20%,-9.60%,1.7,1.1,2.61,2.85,35.90%,-13.90%,-16.10%,4/27/2023 8:30:00 AM,507.0,503.13,0.24%,-5.17%,89.50%,0.71%,1.26%,0.94,6775.33,4.94%,7.25%,-19.54%,-26.70%,-44.70%,-17.01%,2.54%,2.58%,2.5,0.65,0.55,1.06,7.38%,2.94%,-19.49%,-47.51%,13.27%,61.42,-0.38%,0.47%
57,BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,USA,8162.31,10.38,35.53,-0.42%,2805674,9.98,3.46,1.08,,6.63,12.96,-13.50%,22.08%,1.90%,3.00%,-9.80%,2.25%,15.70%,-31.60%,42.40%,1.6,1.1,,,43.10%,18.20%,10.60%,2/23/2023 8:30:00 AM,229.0,222.32,0.20%,-0.35%,96.60%,-4.08%,5.26%,3.86,3034.41,-2.04%,-9.36%,-24.06%,0.23%,-24.26%,-15.69%,3.07%,3.93%,2.2,0.92,1.72,1.49,-1.53%,-12.07%,-5.83%,-38.92%,37.98%,39.4,-0.25%,-0.17%
58,BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USA,16632.47,11.92,75.08,-1.57%,1791253,10.65,,0.36,5.95,,158.4,-36.10%,13.18%,8.50%,-7.54%,1.90%,4.90%,8.90%,49.60%,35.90%,1.0,0.4,0.42,0.42,21.40%,3.90%,3.10%,3/2/2023 8:30:00 AM,221.5,200.83,0.20%,-49.72%,83.00%,-3.35%,6.06%,5.07,2403.94,-0.32%,-7.48%,-7.89%,10.57%,-18.85%,-6.40%,2.22%,2.60%,3.0,0.75,1.52,2.02,-1.64%,-8.21%,-1.71%,-23.53%,23.52%,40.46,-1.30%,-0.28%
59,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,71318.29,49.21,254.69,1.20%,1369835,18.7,7.81,3.81,2.84,116.53,,3.70%,11.55%,3.10%,6.30%,9.30%,1.43%,,,5.20%,1.1,0.6,0.56,0.65,44.80%,,,5/4/2023 8:30:00 AM,283.89,281.58,0.10%,-0.50%,90.90%,-1.96%,0.70%,1.81,1090.43,3.88%,8.27%,-0.24%,7.54%,-3.14%,0.15%,1.39%,1.62%,2.2,1.26,0.55,3.85,6.24%,5.24%,4.65%,-8.15%,17.97%,71.26,0.82%,0.38%
60,BEN,"Franklin Resources, Inc.",Financial,Asset Management,USA,13314.63,13.53,26.6,-0.04%,2673922,10.0,,1.66,1.12,2.96,15.76,-29.20%,13.57%,-3.40%,-3.15%,5.30%,4.51%,3.50%,8.30%,6.80%,,,0.82,0.82,,17.60%,12.00%,1/30/2023 8:30:00 AM,489.6,283.2,18.70%,-0.03%,47.90%,1.24%,6.90%,4.86,4020.58,1.29%,-7.09%,-2.67%,14.07%,-3.80%,0.83%,1.72%,2.70%,3.5,0.67,1.28,0.69,-0.51%,-8.54%,0.47%,-22.60%,31.44%,40.25,0.08%,-0.11%
61,BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,USA,30328.07,41.41,62.66,-0.43%,1774607,30.82,4.68,7.26,9.88,70.86,297.33,-7.20%,21.81%,4.90%,8.85%,5.60%,1.31%,10.60%,25.00%,18.50%,2.0,0.9,0.67,1.0,59.50%,25.70%,17.40%,3/8/2023 8:30:00 AM,479.15,470.8,1.75%,-0.01%,50.30%,0.34%,0.82%,2.94,1303.77,-1.38%,-1.29%,-1.69%,-7.02%,-7.38%,-4.60%,1.47%,1.72%,3.2,1.36,0.7,1.1,-0.03%,-2.96%,-8.58%,-19.82%,4.03%,43.97,-0.14%,-0.29%
62,BG,Bunge Limited,Consumer Defensive,Farm Products,USA,13830.17,8.79,92.46,0.24%,1528413,8.38,,0.21,1.5,6.87,,-21.60%,-6.58%,56.30%,-5.39%,8.00%,2.70%,6.10%,18.30%,13.90%,1.7,0.9,0.35,0.5,5.60%,3.40%,2.40%,5/3/2023 8:30:00 AM,149.88,129.65,0.40%,-0.17%,87.80%,-1.27%,1.92%,1.3,1914.36,-3.02%,-4.50%,-0.77%,5.38%,-17.37%,-7.33%,2.62%,3.40%,1.9,0.8,0.65,3.07,-3.09%,-4.61%,-2.94%,-27.99%,14.99%,43.12,0.40%,-0.16%
63,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,USA,41032.47,13.71,286.8,0.99%,737066,17.42,10.03,4.03,3.08,8.39,35.87,100.60%,6.13%,3.70%,1.37%,-3.70%,,12.40%,24.70%,9.80%,3.0,2.6,0.47,0.47,77.60%,25.20%,29.90%,2/15/2023 8:30:00 AM,143.8,143.01,0.10%,-7.62%,88.60%,0.84%,1.38%,2.02,977.3,4.24%,9.04%,5.60%,9.60%,38.14%,3.57%,1.82%,2.04%,2.2,0.75,0.18,5.46,6.98%,4.23%,12.38%,-8.04%,53.24%,67.88,0.61%,0.38%
64,BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,USA,13726.11,,466.24,0.53%,95581,25.74,,4.9,1.44,7.67,168.21,-186.50%,13.46%,35.55%,17.80%,5.30%,,-27.60%,-39.00%,14.30%,5.6,4.3,0.12,0.12,56.00%,16.70%,,2/16/2023 4:30:00 PM,29.68,21.32,3.30%,-0.22%,80.50%,1.30%,1.70%,2.18,166.3,-1.17%,-3.10%,8.33%,2.24%,-18.89%,10.88%,2.27%,2.84%,1.7,0.57,0.91,12.88,-1.53%,-1.81%,1.67%,-23.26%,35.29%,46.91,0.78%,-0.26%
65,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,35889.42,15.47,44.85,-0.07%,3207341,8.46,1.97,5.04,1.01,0.24,2.86,-30.10%,7.09%,-0.90%,7.85%,10.20%,3.30%,0.50%,6.60%,4.00%,,,0.86,0.86,,48.70%,33.20%,4/18/2023 8:30:00 AM,812.16,797.48,0.10%,-4.41%,85.50%,-0.02%,0.76%,1.02,5952.19,-0.11%,-9.94%,-5.00%,8.44%,-8.39%,-1.47%,1.86%,2.67%,2.2,0.54,1.06,1.19,0.54%,-7.14%,0.65%,-14.18%,23.83%,44.68,-0.13%,0.07%
66,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,98470.53,33.18,2583.85,-1.21%,272674,16.69,1.07,5.76,35.77,7.94,15.92,171.10%,19.14%,0.50%,31.04%,6.10%,,13.00%,82.50%,27.70%,1.9,1.9,4.31,4.49,,29.90%,17.90%,2/23/2023 4:30:00 PM,38.51,37.48,0.20%,-15.25%,94.10%,-2.39%,1.63%,1.86,327.57,-0.99%,0.04%,20.46%,49.64%,12.44%,28.21%,1.81%,2.11%,2.4,0.83,1.33,57.57,2.00%,3.34%,24.98%,-3.49%,59.81%,55.04,-0.84%,-0.38%
67,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,29384.69,,28.51,-1.83%,4583140,13.79,,1.39,1.98,9.65,169.85,-129.10%,32.06%,-4.90%,49.30%,4.20%,2.67%,-1.80%,-4.00%,0.60%,1.3,0.9,0.42,0.46,20.90%,3.50%,-2.80%,4/19/2023 8:30:00 AM,1011.87,1010.22,0.15%,-18.44%,98.46%,0.60%,1.63%,2.44,6746.75,-0.83%,-9.29%,-1.01%,20.24%,-19.74%,-3.45%,2.55%,3.27%,2.0,0.68,1.47,0.94,1.59%,-5.48%,2.94%,-26.24%,39.65%,47.22,-2.03%,0.21%
68,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,98558.46,19.33,656.4,0.05%,441511,16.57,3.08,5.51,2.61,13.29,68.78,-11.10%,14.53%,8.10%,6.27%,5.60%,3.05%,4.10%,13.90%,11.50%,,,0.18,0.0,80.90%,35.70%,29.00%,4/14/2023 8:30:00 AM,150.09,148.63,0.60%,-7.86%,80.50%,1.01%,1.78%,3.66,723.99,-0.70%,-2.66%,-6.39%,12.56%,-14.13%,-7.37%,1.43%,2.17%,2.1,0.61,1.29,13.74,1.22%,-4.98%,-2.47%,-16.45%,30.46%,45.83,-0.03%,0.09%
69,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,USA,146852.7,23.96,70.74,1.32%,9668409,8.62,5.9,3.18,4.8,15.87,20.08,-5.40%,1.65%,4.50%,4.06%,17.30%,3.22%,6.40%,19.80%,11.80%,1.2,1.1,1.13,1.27,78.20%,21.50%,13.70%,4/27/2023 8:30:00 AM,2109.0,2097.31,0.07%,-17.53%,79.40%,-0.72%,0.99%,2.55,8149.52,3.72%,5.13%,-1.64%,-0.99%,-4.96%,-1.68%,1.78%,1.74%,2.4,1.19,0.43,1.16,4.58%,1.20%,-3.08%,-13.13%,8.37%,63.09,1.32%,0.00%
70,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,16581.12,31.45,141.2,0.23%,784934,18.74,2.67,2.84,9.3,59.22,146.48,-2.10%,8.81%,11.00%,11.80%,6.60%,2.05%,6.50%,28.70%,11.00%,1.3,1.3,2.3,2.3,27.90%,13.40%,9.10%,2/2/2023 8:30:00 AM,117.7,116.87,0.60%,-5.86%,90.40%,0.24%,2.26%,4.64,570.19,-2.69%,-0.86%,6.15%,-6.22%,-11.48%,5.27%,1.78%,1.93%,2.7,1.38,1.01,2.71,1.06%,-1.55%,-5.13%,-22.98%,7.50%,49.32,0.45%,-0.22%
71,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,687834.14,,312.51,0.68%,3130855,17.57,,2.28,,,,12.70%,12.90%,11.56%,23.30%,,,,,,,,,,,,,2/27/2023 8:30:00 AM,1298.19,1293.31,0.37%,-0.13%,66.08%,,0.50%,1.67,3866.96,2.44%,0.37%,-0.12%,11.87%,-9.36%,1.17%,1.20%,1.75%,2.7,0.81,,4.94,3.05%,1.92%,5.68%,-11.80%,20.27%,59.99,0.97%,-0.28%
72,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,16727.75,25.0,59.14,0.51%,799120,21.77,1.89,4.68,3.57,25.27,23.58,14.30%,10.32%,19.70%,13.22%,13.70%,0.78%,5.20%,15.00%,9.50%,1.1,1.1,0.8,0.86,,28.30%,18.40%,4/24/2023 4:30:00 PM,278.1,235.82,0.10%,3.06%,75.10%,-0.94%,1.37%,2.79,1157.04,4.45%,3.97%,3.61%,-7.17%,-18.27%,3.81%,1.53%,2.11%,2.5,0.69,0.75,1.11,6.22%,4.13%,-0.67%,-19.94%,11.96%,66.0,0.56%,-0.05%
73,BSX,Boston Scientific Corporation,Healthcare,Medical Devices,USA,72930.0,112.29,50.08,-1.30%,9622857,23.27,10.17,5.75,4.08,78.59,77.75,-35.10%,12.73%,-8.40%,11.04%,7.00%,,2.00%,3.70%,3.80%,1.5,1.0,0.51,0.51,69.00%,11.50%,5.10%,4/26/2023 8:30:00 AM,1432.9,1429.21,0.20%,-14.79%,94.60%,0.93%,1.00%,1.81,7898.16,0.97%,6.80%,9.44%,21.26%,12.92%,8.23%,1.46%,1.67%,1.8,1.22,0.8,0.79,3.07%,5.06%,15.57%,-1.55%,43.17%,63.06,-1.42%,0.12%
74,BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,USA,10847.59,11.54,46.06,-0.73%,2041154,8.06,0.85,0.69,1.48,8.11,15.84,77.80%,17.25%,3.40%,13.63%,10.00%,1.48%,5.70%,13.50%,9.40%,1.6,1.2,0.58,0.59,19.60%,8.70%,6.00%,5/4/2023 8:30:00 AM,233.79,232.61,0.10%,-59.04%,97.30%,-1.21%,2.27%,2.55,2075.48,-4.46%,-8.01%,9.67%,34.80%,24.22%,14.43%,2.21%,2.47%,2.3,0.98,1.42,1.19,-2.67%,-4.38%,13.45%,-9.93%,47.91%,40.48,-0.63%,-0.11%
75,BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,USA,8237.93,9.84,53.1,1.09%,1351938,21.33,1.41,2.65,1.36,11.93,19.6,70.10%,1.92%,13.00%,7.00%,3.60%,7.38%,3.60%,14.10%,5.10%,,,2.36,2.36,63.00%,34.00%,27.30%,4/25/2023 4:30:00 PM,156.78,156.46,0.10%,6.89%,99.80%,-3.07%,3.99%,3.56,1755.83,-0.38%,-17.25%,-17.26%,-28.72%,-57.79%,-21.43%,2.98%,4.89%,2.6,0.77,1.09,2.26,0.09%,-16.20%,-28.40%,-58.83%,14.98%,41.2,0.00%,1.09%
76,C,Citigroup Inc.,Financial,Banks - Diversified,USA,89089.93,6.45,45.86,0.20%,11913182,6.95,,1.2,0.49,0.09,5.76,-29.90%,13.86%,5.50%,-9.15%,3.90%,4.45%,0.60%,7.60%,8.90%,,,1.49,0.0,,59.00%,18.40%,4/14/2023 8:30:00 AM,1936.8,1932.75,0.20%,-0.71%,73.70%,-0.03%,2.34%,2.24,20235.6,-0.46%,-9.51%,-1.90%,4.61%,-11.09%,1.39%,2.03%,3.07%,2.5,0.59,1.56,1.37,0.72%,-6.30%,-4.28%,-15.95%,14.64%,45.66,0.22%,-0.02%
77,CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,USA,18240.48,22.91,38.38,0.29%,4634284,13.43,2.78,1.49,2.07,256.19,126.49,-30.80%,4.42%,8.40%,8.26%,8.10%,3.44%,3.60%,9.20%,6.30%,1.0,0.3,0.91,1.04,26.30%,10.40%,6.60%,4/5/2023 8:30:00 AM,477.5,474.27,0.30%,-6.64%,84.10%,-2.37%,3.22%,3.39,4511.63,2.65%,6.91%,-3.98%,13.55%,12.55%,-0.83%,1.89%,1.78%,2.6,1.03,0.55,0.65,5.05%,5.36%,7.20%,-7.07%,23.75%,71.56,-0.57%,0.86%
78,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,USA,20461.94,,79.23,-0.24%,1855285,12.49,,0.11,,5.6,9.09,-260.90%,16.13%,-23.10%,11.85%,6.90%,2.50%,-2.90%,94.30%,-16.70%,1.0,0.5,,,3.40%,0.00%,-0.70%,5/4/2023 8:30:00 AM,261.0,256.52,0.60%,-4.92%,93.00%,0.12%,1.61%,1.61,2566.62,5.15%,9.06%,3.41%,14.18%,39.42%,3.07%,1.94%,2.16%,2.7,0.72,0.75,1.59,9.44%,5.32%,11.75%,-2.87%,59.42%,68.15,-0.69%,0.45%
79,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,35151.29,10.22,41.8,-0.71%,4861873,14.72,0.73,1.72,4.5,9.99,39.9,119.60%,10.60%,23.70%,14.00%,2.80%,1.77%,14.20%,49.20%,22.90%,1.6,1.2,1.12,1.14,26.80%,22.10%,17.30%,2/7/2023 8:30:00 AM,835.3,826.32,0.10%,-30.85%,87.90%,-0.26%,1.52%,2.76,4554.84,-7.30%,-11.80%,0.65%,9.42%,-6.15%,1.33%,3.31%,3.00%,2.4,1.07,,1.34,-6.32%,-7.24%,1.13%,-14.99%,26.28%,36.05,-0.74%,0.02%
80,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,USA,110255.6,16.55,209.17,-2.04%,4177227,12.19,1.25,1.86,6.82,15.74,27.36,7.50%,7.76%,19.40%,13.22%,5.50%,2.29%,8.20%,41.70%,11.00%,1.4,0.9,1.62,2.33,30.80%,13.30%,11.30%,1/31/2023 8:30:00 AM,517.3,511.18,0.15%,-11.54%,70.90%,-1.81%,1.46%,2.18,3408.82,-6.85%,-15.90%,-12.95%,17.26%,-3.17%,-12.69%,3.02%,2.78%,2.7,1.23,1.09,6.36,-5.91%,-12.14%,-1.66%,-21.38%,30.24%,33.5,-1.65%,-0.40%
81,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,81168.19,15.73,196.8,0.41%,1248211,9.8,1.11,1.88,1.62,40.34,8.23,-34.90%,10.50%,11.60%,14.19%,6.00%,1.69%,2.70%,10.30%,9.00%,,,0.29,0.3,,16.70%,12.30%,4/25/2023 4:30:00 PM,415.25,413.2,0.30%,-8.54%,90.50%,-0.56%,0.42%,0.92,1886.27,1.75%,-3.23%,-11.97%,3.24%,-7.34%,-10.79%,1.61%,2.27%,2.2,0.66,0.65,4.12,2.41%,-4.07%,-2.62%,-14.94%,13.25%,49.91,-0.18%,0.60%
82,CBOE,"Cboe Global Markets, Inc.",Financial,Financial Data & Stock Exchanges,USA,14313.39,62.31,136.02,0.29%,538257,18.09,22.77,3.62,4.16,27.29,37.48,-55.40%,5.28%,2.80%,2.74%,12.20%,1.47%,3.10%,6.90%,5.60%,1.1,1.1,0.41,0.5,44.00%,12.40%,5.90%,5/5/2023 8:30:00 AM,106.0,105.38,0.20%,-10.16%,84.00%,-3.05%,1.27%,1.91,701.04,2.80%,10.38%,9.90%,13.57%,20.18%,8.41%,1.49%,2.31%,2.5,0.77,0.49,2.52,6.10%,7.31%,10.74%,-0.42%,31.02%,71.33,0.94%,-0.64%
83,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,21717.35,16.46,70.31,0.33%,1432389,12.12,1.5,0.7,2.81,16.47,15.86,-20.60%,16.73%,11.70%,11.00%,10.60%,,6.80%,17.40%,12.60%,1.0,1.0,0.15,0.29,21.40%,4.90%,4.60%,4/27/2023 8:30:00 AM,314.14,307.01,0.10%,-1.59%,99.20%,-1.98%,1.91%,3.54,1651.3,-0.75%,-15.65%,-10.35%,-3.61%,-22.67%,-8.64%,2.36%,3.01%,2.0,0.87,1.36,2.08,-3.55%,-12.91%,-9.78%,-22.20%,6.03%,36.2,0.63%,-0.30%
84,CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,USA,57990.13,34.83,134.42,0.52%,1149578,37.73,,8.3,7.82,371.73,,44.60%,-5.82%,35.60%,-3.23%,10.40%,4.66%,4.30%,21.60%,8.20%,0.4,0.4,2.81,2.92,70.40%,34.30%,24.00%,4/19/2023 4:30:00 PM,433.0,430.78,0.35%,0.21%,93.10%,0.38%,0.78%,1.67,2010.89,1.43%,3.37%,-4.50%,-7.44%,-29.71%,-0.90%,1.62%,2.59%,2.5,0.57,0.66,3.19,3.25%,-0.83%,-9.47%,-32.12%,10.85%,55.26,-0.19%,0.71%
